X,Y,Z,Roll,Pitch,Yaw,Actual X,Actual Y,Actual Z,Actual Roll,Actual Pitch,Actual Yaw,SMC X,SMC Y,SMC Z,SMC Roll,SMC Pitch,SMC Yaw,Target X,Target Y,Target Z,Target Roll,Target Pitch,Target Yaw,EKF X,EKF Y,EKF Z,EKF Roll,EKF Pitch,EKF Yaw
0.044147,0.046215,0.59642,0.050238,0.052507,0.06,1,-0.31826,0.26822,0.02375,0.25074,1,1.0012,-0.78161,-2.094,1.0048,1.0501,1.2,-0.0062234,0.089785,0.738,0,0,0,-0.0051765,0.089834,0.73276,0,0,0
0.042457,0.046098,0.6049,0.050239,0.052603,0.06,1,-0.31651,0.2684,0.023864,0.26029,1,1.0016,-0.78123,-2.0957,1.0048,1.0521,1.2,-0.0080177,0.089642,0.747,0,0,0,-0.0054468,0.089816,0.73411,0,0,0
0.042458,0.046116,0.6049,0.05024,0.052699,0.06,1,-0.31477,0.26859,0.023977,0.26985,1,1.0016,-0.78088,-2.0957,1.0048,1.054,1.2,-0.0080177,0.089642,0.747,0,0,0,-0.0056913,0.0898,0.73534,0,0,0
0.042458,0.046133,0.60489,0.050241,0.052794,0.06,1,-0.31302,0.26877,0.024091,0.27941,1,1.0016,-0.78053,-2.0956,1.0048,1.0559,1.2,-0.0080177,0.089642,0.747,0,0,0,-0.0059126,0.089785,0.73645,0,0,0
0.042459,0.046151,0.60489,0.050242,0.05289,0.06,1,-0.31128,0.26896,0.024205,0.28897,1,1.0016,-0.78018,-2.0956,1.0048,1.0578,1.2,-0.0080177,0.089642,0.747,0,0,0,-0.0061129,0.089771,0.73745,0,0,0
0.042459,0.046168,0.60489,0.050243,0.052985,0.06,1,-0.30953,0.26914,0.024318,0.29853,1,1.0016,-0.77984,-2.0956,1.0049,1.0597,1.2,-0.0080177,0.089642,0.747,0,0,0,-0.0062941,0.089759,0.73836,0,0,0
0.042459,0.046185,0.60489,0.050244,0.053081,0.06,1,-0.30779,0.26933,0.024432,0.30809,1,1.0016,-0.77949,-2.0955,1.0049,1.0616,1.2,-0.0080177,0.089642,0.747,0,0,0,-0.006458,0.089748,0.73918,0,0,0
0.04246,0.046203,0.60489,0.050245,0.053176,0.06,1,-0.30605,0.26952,0.024545,0.31765,1,1.0016,-0.77914,-2.0955,1.0049,1.0635,1.2,-0.0080177,0.089642,0.747,0,0,0,-0.0066064,0.089738,0.73993,0,0,0
0.04246,0.04622,0.60489,0.050247,0.053272,0.06,1,-0.3043,0.2697,0.024659,0.32721,1,1.0016,-0.77879,-2.0955,1.0049,1.0654,1.2,-0.0080177,0.089642,0.747,0,0,0,-0.0067406,0.089729,0.7406,0,0,0
0.04246,0.046238,0.60489,0.050248,0.053368,0.06,1,-0.30256,0.26989,0.024773,0.33676,1,1.0016,-0.77844,-2.0954,1.005,1.0674,1.2,-0.0080177,0.089642,0.747,0,0,0,-0.0068621,0.08972,0.74121,0,0,0
0.042461,0.046255,0.60489,0.050249,0.053463,0.06,1,-0.30081,0.27007,0.024886,0.34632,1,1.0016,-0.77809,-2.0954,1.005,1.0693,1.2,-0.0080177,0.089642,0.747,0,0,0,-0.006972,0.089713,0.74176,0,0,0
0.040773,0.046105,0.61337,0.05025,0.053559,0.06,1,-0.29907,0.27026,0.025,0.35588,1,1.002,-0.77771,-2.0971,1.005,1.0712,1.2,-0.0098088,0.089464,0.756,0,0,0,-0.0072419,0.089689,0.74311,0,0,0
0.040774,0.046122,0.61337,0.050251,0.053654,0.06,1,-0.29733,0.27045,0.025114,0.36544,1,1.002,-0.77736,-2.0971,1.005,1.0731,1.2,-0.0098088,0.089464,0.756,0,0,0,-0.0074861,0.089668,0.74434,0,0,0
0.040774,0.04614,0.61337,0.050252,0.05375,0.06,1,-0.29558,0.27063,0.025227,0.375,1,1.002,-0.77701,-2.0971,1.005,1.075,1.2,-0.0098088,0.089464,0.756,0,0,0,-0.007707,0.089648,0.74545,0,0,0
0.040775,0.046157,0.61337,0.050253,0.053846,0.06,1,-0.29384,0.27082,0.025341,0.38456,1,1.002,-0.77666,-2.097,1.0051,1.0769,1.2,-0.0098088,0.089464,0.756,0,0,0,-0.0079069,0.089631,0.74645,0,0,0
0.040775,0.046175,0.61337,0.050255,0.053941,0.06,1,-0.29209,0.271,0.025455,0.39412,1,1.002,-0.77631,-2.097,1.0051,1.0788,1.2,-0.0098088,0.089464,0.756,0,0,0,-0.0080879,0.089615,0.74736,0,0,0
0.040776,0.046192,0.61337,0.050256,0.054037,0.06,1,-0.29035,0.27119,0.025568,0.40368,1,1.002,-0.77596,-2.097,1.0051,1.0807,1.2,-0.0098088,0.089464,0.756,0,0,0,-0.0082516,0.089601,0.74818,0,0,0
0.040776,0.04621,0.61337,0.050257,0.054132,0.06,1,-0.2886,0.27138,0.025682,0.41324,1,1.002,-0.77561,-2.0969,1.0051,1.0826,1.2,-0.0098088,0.089464,0.756,0,0,0,-0.0083997,0.089588,0.74893,0,0,0
0.040777,0.046227,0.61337,0.050258,0.054228,0.06,1,-0.28686,0.27156,0.025795,0.42279,1,1.002,-0.77526,-2.0969,1.0052,1.0846,1.2,-0.0098088,0.089464,0.756,0,0,0,-0.0085337,0.089576,0.7496,0,0,0
0.040777,0.046245,0.61337,0.050259,0.054324,0.06,1,-0.28512,0.27175,0.025909,0.43235,1,1.002,-0.77492,-2.0969,1.0052,1.0865,1.2,-0.0098088,0.089464,0.756,0,0,0,-0.008655,0.089565,0.75021,0,0,0
0.040777,0.046262,0.61337,0.05026,0.054419,0.06,1,-0.28337,0.27193,0.026023,0.44191,1,1.002,-0.77457,-2.0968,1.0052,1.0884,1.2,-0.0098088,0.089464,0.756,0,0,0,-0.0087648,0.089556,0.75076,0,0,0
0.039093,0.046078,0.62185,0.050261,0.054515,0.06,1,-0.28163,0.27212,0.026136,0.45147,1,1.0023,-0.77418,-2.0986,1.0052,1.0903,1.2,-0.011596,0.08925,0.765,0,0,0,-0.0090341,0.089526,0.75211,0,0,0
0.039094,0.046095,0.62185,0.050263,0.05461,0.06,1,-0.27988,0.2723,0.02625,0.46103,1,1.0023,-0.77383,-2.0985,1.0052,1.0922,1.2,-0.011596,0.08925,0.765,0,0,0,-0.0092778,0.0895,0.75334,0,0,0
0.039095,0.046113,0.62185,0.050264,0.054706,0.06,1,-0.27814,0.27249,0.026364,0.47059,1,1.0023,-0.77348,-2.0985,1.0053,1.0941,1.2,-0.011596,0.08925,0.765,0,0,0,-0.0094983,0.089476,0.75445,0,0,0
0.039095,0.04613,0.62185,0.050265,0.054801,0.06,1,-0.2764,0.27268,0.026477,0.48015,1,1.0023,-0.77313,-2.0985,1.0053,1.096,1.2,-0.011596,0.08925,0.765,0,0,0,-0.0096979,0.089455,0.75545,0,0,0
0.039095,0.046148,0.62185,0.050266,0.054897,0.06,1,-0.27465,0.27286,0.026591,0.48971,1,1.0023,-0.77278,-2.0984,1.0053,1.0979,1.2,-0.011596,0.08925,0.765,0,0,0,-0.0098784,0.089435,0.75636,0,0,0
0.039096,0.046165,0.62185,0.050267,0.054993,0.06,1,-0.27291,0.27305,0.026705,0.49926,1,1.0023,-0.77243,-2.0984,1.0053,1.0999,1.2,-0.011596,0.08925,0.765,0,0,0,-0.010042,0.089418,0.75718,0,0,0
0.039096,0.046183,0.62185,0.050268,0.055088,0.06,1,-0.27116,0.27323,0.026818,0.50882,1,1.0023,-0.77208,-2.0984,1.0054,1.1018,1.2,-0.011596,0.08925,0.765,0,0,0,-0.01019,0.089402,0.75793,0,0,0
0.039097,0.0462,0.62185,0.050269,0.055184,0.06,1,-0.26942,0.27342,0.026932,0.51838,1,1.0023,-0.77173,-2.0983,1.0054,1.1037,1.2,-0.011596,0.08925,0.765,0,0,0,-0.010323,0.089387,0.7586,0,0,0
0.039097,0.046218,0.62185,0.05027,0.055279,0.06,1,-0.26767,0.27361,0.027045,0.52794,1,1.0023,-0.77138,-2.0983,1.0054,1.1056,1.2,-0.011596,0.08925,0.765,0,0,0,-0.010444,0.089374,0.75921,0,0,0
0.039097,0.046235,0.62185,0.050272,0.055375,0.06,1,-0.26593,0.27379,0.027159,0.5375,1,1.0023,-0.77104,-2.0982,1.0054,1.1075,1.2,-0.011596,0.08925,0.765,0,0,0,-0.010554,0.089362,0.75976,0,0,0
0.037418,0.046017,0.63033,0.050273,0.055471,0.06,1,-0.26419,0.27398,0.027273,0.54706,1,1.0027,-0.77064,-2.1,1.0055,1.1094,1.2,-0.013379,0.089,0.774,0,0,0,-0.010823,0.089328,0.76111,0,0,0
0.037418,0.046035,0.63033,0.050274,0.055566,0.06,1,-0.26244,0.27416,0.027386,0.55662,1,1.0027,-0.77029,-2.1,1.0055,1.1113,1.2,-0.013379,0.089,0.774,0,0,0,-0.011066,0.089297,0.76234,0,0,0
0.037419,0.046052,0.63033,0.050275,0.055662,0.06,1,-0.2607,0.27435,0.0275,0.56618,1,1.0027,-0.76994,-2.0999,1.0055,1.1132,1.2,-0.013379,0.089,0.774,0,0,0,-0.011286,0.089268,0.76345,0,0,0
0.037419,0.04607,0.63033,0.050276,0.055757,0.06,1,-0.25895,0.27454,0.027614,0.57574,1,1.0027,-0.76959,-2.0999,1.0055,1.1151,1.2,-0.013379,0.089,0.774,0,0,0,-0.011485,0.089243,0.76445,0,0,0
0.03742,0.046087,0.63033,0.050277,0.055853,0.06,1,-0.25721,0.27472,0.027727,0.58529,1,1.0027,-0.76924,-2.0999,1.0055,1.1171,1.2,-0.013379,0.089,0.774,0,0,0,-0.011665,0.08922,0.76536,0,0,0
0.03742,0.046105,0.63033,0.050278,0.055949,0.06,1,-0.25547,0.27491,0.027841,0.59485,1,1.0027,-0.76889,-2.0998,1.0056,1.119,1.2,-0.013379,0.089,0.774,0,0,0,-0.011828,0.089199,0.76618,0,0,0
0.037421,0.046122,0.63033,0.05028,0.056044,0.06,1,-0.25372,0.27509,0.027955,0.60441,1,1.0027,-0.76854,-2.0998,1.0056,1.1209,1.2,-0.013379,0.089,0.774,0,0,0,-0.011976,0.08918,0.76693,0,0,0
0.037421,0.04614,0.63033,0.050281,0.05614,0.06,1,-0.25198,0.27528,0.028068,0.61397,1,1.0027,-0.7682,-2.0997,1.0056,1.1228,1.2,-0.013379,0.089,0.774,0,0,0,-0.012109,0.089163,0.7676,0,0,0
0.037421,0.046157,0.63033,0.050282,0.056235,0.06,1,-0.25023,0.27546,0.028182,0.62353,1,1.0027,-0.76785,-2.0997,1.0056,1.1247,1.2,-0.013379,0.089,0.774,0,0,0,-0.01223,0.089147,0.76821,0,0,0
0.037422,0.046175,0.63033,0.050283,0.056331,0.06,1,-0.24849,0.27565,0.028295,0.63309,1,1.0027,-0.7675,-2.0997,1.0057,1.1266,1.2,-0.013379,0.089,0.774,0,0,0,-0.012339,0.089133,0.76876,0,0,0
0.035747,0.045923,0.63881,0.050284,0.056426,0.06,1,-0.24674,0.27584,0.028409,0.64265,1,1.003,-0.76709,-2.1014,1.0057,1.1285,1.2,-0.015156,0.088715,0.783,0,0,0,-0.012607,0.089094,0.77011,0,0,0
0.035748,0.045941,0.63881,0.050285,0.056522,0.06,1,-0.245,0.27602,0.028523,0.65221,1,1.003,-0.76674,-2.1014,1.0057,1.1304,1.2,-0.015156,0.088715,0.783,0,0,0,-0.012849,0.089058,0.77134,0,0,0
0.035748,0.045959,0.63881,0.050286,0.056618,0.06,1,-0.24326,0.27621,0.028636,0.66176,1,1.003,-0.76639,-2.1014,1.0057,1.1324,1.2,-0.015156,0.088715,0.783,0,0,0,-0.013069,0.089025,0.77245,0,0,0
0.035749,0.045976,0.63881,0.050287,0.056713,0.06,1,-0.24151,0.27639,0.02875,0.67132,1,1.003,-0.76605,-2.1013,1.0057,1.1343,1.2,-0.015156,0.088715,0.783,0,0,0,-0.013267,0.088995,0.77345,0,0,0
0.035749,0.045994,0.63881,0.050289,0.056809,0.06,1,-0.23977,0.27658,0.028864,0.68088,1,1.003,-0.7657,-2.1013,1.0058,1.1362,1.2,-0.015156,0.088715,0.783,0,0,0,-0.013447,0.088969,0.77436,0,0,0
0.03575,0.046011,0.63881,0.05029,0.056904,0.06,1,-0.23802,0.27677,0.028977,0.69044,1,1.003,-0.76535,-2.1012,1.0058,1.1381,1.2,-0.015156,0.088715,0.783,0,0,0,-0.01361,0.088945,0.77518,0,0,0
0.03575,0.046029,0.63881,0.050291,0.057,0.06,1,-0.23628,0.27695,0.029091,0.7,1,1.003,-0.765,-2.1012,1.0058,1.14,1.2,-0.015156,0.088715,0.783,0,0,0,-0.013757,0.088923,0.77593,0,0,0
0.03575,0.046046,0.63881,0.050292,0.056963,0.06,1,-0.23453,0.27714,0.029205,0.69632,1,1.003,-0.76465,-2.1012,1.0058,1.1393,1.2,-0.015156,0.088715,0.783,0,0,0,-0.01389,0.088903,0.7766,0,0,0
0.035751,0.046064,0.63881,0.050293,0.056926,0.06,1,-0.23279,0.27732,0.029318,0.69265,1,1.003,-0.7643,-2.1011,1.0059,1.1385,1.2,-0.015156,0.088715,0.783,0,0,0,-0.01401,0.088885,0.77721,0,0,0
0.035751,0.046081,0.63881,0.050294,0.05689,0.06,1,-0.23105,0.27751,0.029432,0.68897,1,1.003,-0.76395,-2.1011,1.0059,1.1378,1.2,-0.015156,0.088715,0.783,0,0,0,-0.014119,0.088869,0.77776,0,0,0
0.034082,0.045796,0.64729,0.050295,0.056853,0.06,1,-0.2293,0.2777,0.029545,0.68529,1,1.0034,-0.76354,-2.1029,1.0059,1.1371,1.2,-0.016927,0.088394,0.792,0,0,0,-0.014386,0.088824,0.77911,0,0,0
0.034083,0.045814,0.64729,0.050297,0.056816,0.06,1,-0.22756,0.27788,0.029659,0.68162,1,1.0034,-0.76319,-2.1028,1.0059,1.1363,1.2,-0.016927,0.088394,0.792,0,0,0,-0.014628,0.088783,0.78034,0,0,0
0.034083,0.045831,0.64729,0.050298,0.056779,0.06,1,-0.22581,0.27807,0.029773,0.67794,1,1.0034,-0.76284,-2.1028,1.006,1.1356,1.2,-0.016927,0.088394,0.792,0,0,0,-0.014847,0.088746,0.78145,0,0,0
0.034084,0.045849,0.64729,0.050299,0.056743,0.06,1,-0.22407,0.27825,0.029886,0.67426,1,1.0034,-0.76249,-2.1027,1.006,1.1349,1.2,-0.016927,0.088394,0.792,0,0,0,-0.015044,0.088712,0.78245,0,0,0
0.034084,0.045866,0.64729,0.0503,0.056706,0.06,1,-0.22233,0.27844,0.03,0.67059,1,1.0034,-0.76214,-2.1027,1.006,1.1341,1.2,-0.016927,0.088394,0.792,0,0,0,-0.015224,0.088682,0.78336,0,0,0
0.034085,0.045884,0.64729,0.0503,0.056669,0.06,1,-0.22058,0.27862,0.03,0.66691,1,1.0034,-0.7618,-2.1027,1.006,1.1334,1.2,-0.016927,0.088394,0.792,0,0,0,-0.015386,0.088655,0.78418,0,0,0
0.034085,0.045901,0.64729,0.0503,0.056632,0.06,1,-0.21884,0.27881,0.03,0.66324,1,1.0034,-0.76145,-2.1026,1.006,1.1326,1.2,-0.016927,0.088394,0.792,0,0,0,-0.015532,0.08863,0.78493,0,0,0
0.034086,0.045919,0.64729,0.0503,0.056596,0.06,1,-0.21709,0.279,0.03,0.65956,1,1.0034,-0.7611,-2.1026,1.006,1.1319,1.2,-0.016927,0.088394,0.792,0,0,0,-0.015665,0.088607,0.7856,0,0,0
0.034086,0.045936,0.64729,0.0503,0.056559,0.06,1,-0.21535,0.27918,0.03,0.65588,1,1.0034,-0.76075,-2.1026,1.006,1.1312,1.2,-0.016927,0.088394,0.792,0,0,0,-0.015785,0.088587,0.78621,0,0,0
0.034086,0.045954,0.64729,0.0503,0.056522,0.06,1,-0.2136,0.27937,0.03,0.65221,1,1.0034,-0.7604,-2.1025,1.006,1.1304,1.2,-0.016927,0.088394,0.792,0,0,0,-0.015894,0.088569,0.78676,0,0,0
0.032424,0.045636,0.65577,0.0503,0.056485,0.06,1,-0.21186,0.27955,0.03,0.64853,1,1.0037,-0.75998,-2.1043,1.006,1.1297,1.2,-0.018691,0.088038,0.801,0,0,0,-0.01616,0.088518,0.78811,0,0,0
0.032424,0.045653,0.65577,0.0503,0.056449,0.06,1,-0.21012,0.27974,0.03,0.64485,1,1.0037,-0.75963,-2.1043,1.006,1.129,1.2,-0.018691,0.088038,0.801,0,0,0,-0.016401,0.088472,0.78934,0,0,0
0.032425,0.045671,0.65577,0.0503,0.056412,0.06,1,-0.20837,0.27993,0.03,0.64118,1,1.0037,-0.75928,-2.1042,1.006,1.1282,1.2,-0.018691,0.088038,0.801,0,0,0,-0.016618,0.088431,0.79045,0,0,0
0.032425,0.045688,0.65576,0.0503,0.056375,0.06,1,-0.20663,0.28011,0.03,0.6375,1,1.0037,-0.75893,-2.1042,1.006,1.1275,1.2,-0.018691,0.088038,0.801,0,0,0,-0.016816,0.088394,0.79145,0,0,0
0.032426,0.045706,0.65576,0.0503,0.056338,0.06,1,-0.20488,0.2803,0.03,0.63382,1,1.0037,-0.75858,-2.1041,1.006,1.1268,1.2,-0.018691,0.088038,0.801,0,0,0,-0.016994,0.08836,0.79236,0,0,0
0.032426,0.045723,0.65576,0.0503,0.056301,0.06,1,-0.20314,0.28048,0.03,0.63015,1,1.0037,-0.75824,-2.1041,1.006,1.126,1.2,-0.018691,0.088038,0.801,0,0,0,-0.017155,0.088329,0.79318,0,0,0
0.032427,0.045741,0.65576,0.0503,0.056265,0.06,1,-0.2014,0.28067,0.03,0.62647,1,1.0037,-0.75789,-2.1041,1.006,1.1253,1.2,-0.018691,0.088038,0.801,0,0,0,-0.017302,0.088301,0.79393,0,0,0
0.032427,0.045758,0.65576,0.0503,0.056228,0.06,1,-0.19965,0.28086,0.03,0.62279,1,1.0037,-0.75754,-2.104,1.006,1.1246,1.2,-0.018691,0.088038,0.801,0,0,0,-0.017434,0.088276,0.7946,0,0,0
0.032427,0.045776,0.65576,0.0503,0.056191,0.06,1,-0.19791,0.28104,0.03,0.61912,1,1.0037,-0.75719,-2.104,1.006,1.1238,1.2,-0.018691,0.088038,0.801,0,0,0,-0.017553,0.088254,0.79521,0,0,0
0.032428,0.045793,0.65577,0.0503,0.056154,0.06,1,-0.19616,0.28123,0.03,0.61544,1,1.0037,-0.75684,-2.104,1.006,1.1231,1.2,-0.018691,0.088038,0.801,0,0,0,-0.017662,0.088233,0.79576,0,0,0
0.030772,0.045442,0.66425,0.0503,0.056118,0.06,1,-0.19442,0.28141,0.03,0.61176,1,1.0041,-0.75641,-2.1057,1.006,1.1224,1.2,-0.020448,0.087646,0.81,0,0,0,-0.017927,0.088177,0.79711,0,0,0
0.030773,0.04546,0.66425,0.0503,0.056081,0.06,1,-0.19267,0.2816,0.03,0.60809,1,1.0041,-0.75606,-2.1057,1.006,1.1216,1.2,-0.020448,0.087646,0.81,0,0,0,-0.018167,0.088127,0.79834,0,0,0
0.030774,0.045477,0.66424,0.0503,0.056044,0.06,1,-0.19093,0.28178,0.03,0.60441,1,1.0041,-0.75572,-2.1056,1.006,1.1209,1.2,-0.020448,0.087646,0.81,0,0,0,-0.018384,0.088081,0.79945,0,0,0
0.030774,0.045495,0.66424,0.0503,0.056007,0.06,1,-0.18919,0.28197,0.03,0.60074,1,1.0041,-0.75537,-2.1056,1.006,1.1201,1.2,-0.020448,0.087646,0.81,0,0,0,-0.01858,0.08804,0.80045,0,0,0
0.030774,0.045512,0.66424,0.0503,0.055971,0.06,1,-0.18744,0.28216,0.03,0.59706,1,1.0041,-0.75502,-2.1056,1.006,1.1194,1.2,-0.020448,0.087646,0.81,0,0,0,-0.018758,0.088002,0.80136,0,0,0
0.030775,0.04553,0.66424,0.0503,0.055934,0.06,1,-0.1857,0.28234,0.03,0.59338,1,1.0041,-0.75467,-2.1055,1.006,1.1187,1.2,-0.020448,0.087646,0.81,0,0,0,-0.018919,0.087968,0.80218,0,0,0
0.030775,0.045547,0.66424,0.0503,0.055897,0.06,1,-0.18395,0.28253,0.03,0.58971,1,1.0041,-0.75432,-2.1055,1.006,1.1179,1.2,-0.020448,0.087646,0.81,0,0,0,-0.019064,0.087938,0.80293,0,0,0
0.030776,0.045565,0.66424,0.0503,0.05586,0.06,1,-0.18221,0.28271,0.03,0.58603,1,1.0041,-0.75397,-2.1055,1.006,1.1172,1.2,-0.020448,0.087646,0.81,0,0,0,-0.019196,0.08791,0.8036,0,0,0
0.030776,0.045582,0.66424,0.0503,0.055824,0.06,1,-0.18047,0.2829,0.03,0.58235,1,1.0041,-0.75362,-2.1054,1.006,1.1165,1.2,-0.020448,0.087646,0.81,0,0,0,-0.019315,0.087885,0.80421,0,0,0
0.030776,0.0456,0.66424,0.0503,0.055787,0.06,1,-0.17872,0.28309,0.03,0.57868,1,1.0041,-0.75327,-2.1054,1.006,1.1157,1.2,-0.020448,0.087646,0.81,0,0,0,-0.019423,0.087862,0.80476,0,0,0
0.029129,0.045215,0.67272,0.0503,0.05575,0.06,1,-0.17698,0.28327,0.03,0.575,1,1.0044,-0.75284,-2.1071,1.006,1.115,1.2,-0.022197,0.08722,0.819,0,0,0,-0.019687,0.087801,0.80611,0,0,0
0.029129,0.045233,0.67272,0.0503,0.055713,0.06,1,-0.17523,0.28346,0.03,0.57132,1,1.0044,-0.75249,-2.1071,1.006,1.1143,1.2,-0.022197,0.08722,0.819,0,0,0,-0.019925,0.087746,0.80734,0,0,0
0.02913,0.045251,0.67272,0.0503,0.055676,0.06,1,-0.17349,0.28364,0.03,0.56765,1,1.0044,-0.75214,-2.1071,1.006,1.1135,1.2,-0.022197,0.08722,0.819,0,0,0,-0.020141,0.087696,0.80845,0,0,0
0.02913,0.045268,0.67272,0.0503,0.05564,0.06,1,-0.17174,0.28383,0.03,0.56397,1,1.0044,-0.75179,-2.107,1.006,1.1128,1.2,-0.022197,0.08722,0.819,0,0,0,-0.020337,0.087651,0.80945,0,0,0
0.029131,0.045286,0.67272,0.0503,0.055603,0.06,1,-0.17,0.28401,0.03,0.56029,1,1.0044,-0.75144,-2.107,1.006,1.1121,1.2,-0.022197,0.08722,0.819,0,0,0,-0.020514,0.08761,0.81036,0,0,0
0.029131,0.045303,0.67272,0.0503,0.055566,0.06,1,-0.16826,0.2842,0.03,0.55662,1,1.0044,-0.7511,-2.107,1.006,1.1113,1.2,-0.022197,0.08722,0.819,0,0,0,-0.020674,0.087572,0.81118,0,0,0
0.029131,0.045321,0.67272,0.0503,0.055529,0.06,1,-0.16651,0.28439,0.03,0.55294,1,1.0044,-0.75075,-2.1069,1.006,1.1106,1.2,-0.022197,0.08722,0.819,0,0,0,-0.020819,0.087539,0.81193,0,0,0
0.029132,0.045338,0.67272,0.0503,0.055493,0.06,1,-0.16477,0.28457,0.03,0.54926,1,1.0044,-0.7504,-2.1069,1.006,1.1099,1.2,-0.022197,0.08722,0.819,0,0,0,-0.02095,0.087509,0.8126,0,0,0
0.029132,0.045356,0.67272,0.0503,0.055456,0.06,1,-0.16302,0.28476,0.03,0.54559,1,1.0044,-0.75005,-2.1068,1.006,1.1091,1.2,-0.022197,0.08722,0.819,0,0,0,-0.021069,0.087481,0.81321,0,0,0
0.029132,0.045373,0.67272,0.0503,0.055419,0.06,1,-0.16128,0.28494,0.03,0.54191,1,1.0044,-0.7497,-2.1068,1.006,1.1084,1.2,-0.022197,0.08722,0.819,0,0,0,-0.021176,0.087456,0.81376,0,0,0
0.027493,0.044956,0.6812,0.0503,0.055382,0.06,1,-0.15953,0.28513,0.03,0.53824,1,1.0048,-0.74926,-2.1086,1.006,1.1076,1.2,-0.023937,0.086758,0.828,0,0,0,-0.021439,0.08739,0.81511,0,0,0
0.027494,0.044974,0.6812,0.0503,0.055346,0.06,1,-0.15779,0.28532,0.03,0.53456,1,1.0048,-0.74891,-2.1085,1.006,1.1069,1.2,-0.023937,0.086758,0.828,0,0,0,-0.021676,0.08733,0.81634,0,0,0
0.027494,0.044991,0.6812,0.0503,0.055309,0.06,1,-0.15605,0.2855,0.03,0.53088,1,1.0048,-0.74856,-2.1085,1.006,1.1062,1.2,-0.023937,0.086758,0.828,0,0,0,-0.021891,0.087275,0.81745,0,0,0
0.027495,0.045009,0.6812,0.0503,0.055272,0.06,1,-0.1543,0.28569,0.03,0.52721,1,1.0048,-0.74821,-2.1085,1.006,1.1054,1.2,-0.023937,0.086758,0.828,0,0,0,-0.022086,0.087226,0.81845,0,0,0
0.027495,0.045026,0.6812,0.0503,0.055235,0.06,1,-0.15256,0.28587,0.03,0.52353,1,1.0048,-0.74786,-2.1084,1.006,1.1047,1.2,-0.023937,0.086758,0.828,0,0,0,-0.022262,0.087182,0.81936,0,0,0
0.027496,0.045044,0.6812,0.0503,0.055199,0.06,1,-0.15081,0.28606,0.03,0.51985,1,1.0048,-0.74751,-2.1084,1.006,1.104,1.2,-0.023937,0.086758,0.828,0,0,0,-0.022421,0.087142,0.82018,0,0,0
0.027496,0.045061,0.6812,0.0503,0.055162,0.06,1,-0.14907,0.28625,0.03,0.51618,1,1.0048,-0.74717,-2.1084,1.006,1.1032,1.2,-0.023937,0.086758,0.828,0,0,0,-0.022565,0.087105,0.82093,0,0,0
0.027496,0.045079,0.6812,0.0503,0.055125,0.06,1,-0.14733,0.28643,0.03,0.5125,1,1.0048,-0.74682,-2.1083,1.006,1.1025,1.2,-0.023937,0.086758,0.828,0,0,0,-0.022696,0.087072,0.8216,0,0,0
0.027497,0.045096,0.6812,0.0503,0.055088,0.06,1,-0.14558,0.28662,0.03,0.50882,1,1.0048,-0.74647,-2.1083,1.006,1.1018,1.2,-0.023937,0.086758,0.828,0,0,0,-0.022814,0.087042,0.82221,0,0,0
0.027497,0.045114,0.6812,0.0503,0.055051,0.06,1,-0.14384,0.2868,0.03,0.50515,1,1.0048,-0.74612,-2.1082,1.006,1.101,1.2,-0.023937,0.086758,0.828,0,0,0,-0.022921,0.087015,0.82276,0,0,0
0.025867,0.044664,0.68968,0.0503,0.055015,0.06,1,-0.14209,0.28699,0.03,0.50147,1,1.0051,-0.74567,-2.11,1.006,1.1003,1.2,-0.025667,0.086262,0.837,0,0,0,-0.023182,0.086944,0.82411,0,0,0
0.025867,0.044682,0.68968,0.0503,0.054978,0.06,1,-0.14035,0.28717,0.03,0.49779,1,1.0051,-0.74532,-2.11,1.006,1.0996,1.2,-0.025667,0.086262,0.837,0,0,0,-0.023418,0.086879,0.82534,0,0,0
0.025868,0.044699,0.68968,0.0503,0.054941,0.06,1,-0.1386,0.28736,0.03,0.49412,1,1.0051,-0.74497,-2.1099,1.006,1.0988,1.2,-0.025667,0.086262,0.837,0,0,0,-0.023632,0.08682,0.82645,0,0,0
0.025868,0.044717,0.68968,0.0503,0.054904,0.06,1,-0.13686,0.28755,0.03,0.49044,1,1.0051,-0.74462,-2.1099,1.006,1.0981,1.2,-0.025667,0.086262,0.837,0,0,0,-0.023826,0.086767,0.82745,0,0,0
0.025869,0.044734,0.68968,0.0503,0.054868,0.06,1,-0.13512,0.28773,0.03,0.48676,1,1.0051,-0.74428,-2.1099,1.006,1.0974,1.2,-0.025667,0.086262,0.837,0,0,0,-0.024001,0.086719,0.82836,0,0,0
0.025869,0.044752,0.68968,0.0503,0.054831,0.06,1,-0.13337,0.28792,0.03,0.48309,1,1.0051,-0.74393,-2.1098,1.006,1.0966,1.2,-0.025667,0.086262,0.837,0,0,0,-0.024159,0.086676,0.82918,0,0,0
0.02587,0.044769,0.68968,0.0503,0.054794,0.06,1,-0.13163,0.2881,0.03,0.47941,1,1.0051,-0.74358,-2.1098,1.006,1.0959,1.2,-0.025667,0.086262,0.837,0,0,0,-0.024303,0.086636,0.82993,0,0,0
0.02587,0.044787,0.68968,0.0503,0.054757,0.06,1,-0.12988,0.28829,0.03,0.47574,1,1.0051,-0.74323,-2.1097,1.006,1.0951,1.2,-0.025667,0.086262,0.837,0,0,0,-0.024433,0.086601,0.8306,0,0,0
